ID: PBW:EGX, Name: PowerShares Wilderhill Clean Energy Portfolio
ID: PD:CA, Name: Precision Drilling
ID: PBH:CA, Name: Premium Brands Holdings Corporation
ID: PG:EGX, Name: Procter & Gamble
ID: PRL:CA, Name: Propel Holdings Inc.
ID: BITO:EGX, Name: ProShares Bitcoin Strategy ETF
ID: PYR:CA, Name: PyroGenesis Canada Inc
ID: QCOM:EGX, Name: Qualcomm
ID: PWR, Name: Quanta Services Inc.
ID: QTRH:CA, Name: Quarterhill Inc.
ID: QBR.B:CA, Name: Quebecor Inc
ID: RCH:CA, Name: Quincaillerie Richelieu
ID: RYN, Name: Rayonier Inc. REIT
ID: QSR:CA, Name: Restaurant Brands International (Tim Horton/Burger King)
ID: RIOT:EGX, Name: Riot Blockchain Inc.
ID: RBA:CA, Name: Ritchie Bros. Auctioneers Inc
ID: HOOD:EGX, Name: Robinhood Markets Inc.
ID: RCI.B:CA, Name: Rogers Communications, cat. B
ID: RSI:CA, Name: Rogers Sugar Inc.
ID: ROOT:CA, Name: Roots Corporation
ID: ROP:EGX, Name: Roper Technologies Inc.
ID: RCL, Name: Royal Caribbean Cruises Ltd.
ID: SHEL, Name: Royal Dutch Shell
ID: NWG, Name: RoyaNatWest Group (Royal Bank of Scotland)
ID: RUS:CA, Name: Russel Metals
ID: RYAAY:EGX, Name: Ryanair Holdings plc ADR
ID: SPY:EGX, Name: S&P 500 Dep. R. (unités de l'indice s&p)
ID: XLY:EGX, Name: S&P Consumer Discretionary sector SPDR
ID: XLP:EGX, Name: S&P Consumer Staples sector SPDR
ID: XLE:EGX, Name: S&P Energy sector SPDR
ID: XLF:EGX, Name: S&P Financials sector SPDR
ID: XLI:EGX, Name: S&P Industrial sector SPDR
ID: XLK:EGX, Name: S&P Technology sector SPDR
ID: XLU:EGX, Name: S&P Utilities sector SPDR
ID: SNY:EGX, Name: Sanofi Aventis
ID: SAP:EGX, Name: SAP AG
ID: SAP:CA, Name: Saputo
ID: SIS:CA, Name: Savaria Corporation
ID: SLB:EGX, Name: Schlumberger
ID: SE, Name: Sea Limited
ID: NOW, Name: ServiceNow Inc.
ID: MATR:CA, Name: Shawcor Ltd
ID: SHOP:CA, Name: Shopify Inc., catégorie A
ID: SIA:CA, Name: Sienna Senior Living Inc.
ID: SGML:CA, Name: Sigma Lithium Corporation
ID: SVM:CA, Name: Silvercorp Metals Inc
ID: FUN, Name: Six Flags Entreprises Corp
ID: SKE:CA, Name: Skeena Resources Limited
ID: SRU.UN:CA, Name: Smart Real Estate Investment Trust
ID: ATRL:CA, Name: SNC-Lavalin, catégorie A
ID: SQM, Name: Sociedad Quimica y Minera S.A.
ID: IGM:CA, Name: Société Financière IGM
ID: SEDG:EGX, Name: SolarEdge Technologies Inc.
ID: SGI:EGX, Name: Somnigroup International Inc.(précédemment Tempur Sealy International Inc.)
ID: SONY:EGX, Name: Sony
ID: LUV:EGX, Name: Southwest Airlines
ID: BWX:EGX, Name: SPDR Barclays Capital International Treasury Bond
ID: SRLN:EGX, Name: SPDR Blackstone Senior Loan ETF
ID: BIL:EGX, Name: SPDR Bloomberg 1-3 Month T-Bill ETF
ID: WIP:EGX, Name: SPDR DB International Government Inflation-Protected Bond
ID: GLD:EGX, Name: SPDR Gold Trust
ID: KRE:EGX, Name: SPDR KBW Regional Banking
ID: SHE:EGX, Name: SPDR Series Trust SSGA Gender Diversity Index
ID: SII:CA, Name: Sprott Inc.
ID: STN:CA, Name: Stantec Inc
ID: SBUX:EGX, Name: Starbucks Corp.
ID: SJ:CA, Name: Stella-Jones
ID: STLA, Name: Stellantis N.V.
ID: STRL:EGX, Name: Sterling Infrastructure Inc.
ID: RAY.A:CA, Name: Stingray Digital Group Inc
ID: STM, Name: STMicroelectronics N.V.
ID: STNE:EGX, Name: StoneCo Ltd.
ID: SVI:CA, Name: StorageVault Canada Inc.
ID: SU:CA, Name: Suncor Energy
ID: SOY:CA, Name: SunOpta Inc.
ID: SPB:CA, Name: Superior Plus Corp.
ID: SXP:CA, Name: Supremex Inc.
ID: NILI:CA, Name: Surge Battery Metals Inc.
ID: PWI:CA, Name: Sustainable Power & Infrastructure Split Corp.
ID: HAI:CA, Name: Systèmes Haivision inc.
ID: TSM:EGX, Name: Taiwan Semiconductor Manufacturing Company Ltd.
ID: TAK, Name: Takeda Pharmaceutical Company Limited
ID: TEL, Name: TE Connectivity Ltd.
ID: TECK.B:CA, Name: Teck Ressources, catégorie B
ID: TCS:CA, Name: Tecsys
ID: TEO, Name: Telecom Argentina SA
ID: TSAT:CA, Name: Telesat Corporation
ID: T:CA, Name: Telus
ID: TIXT:CA, Name: TELUS International (Cda) Inc.
ID: TME, Name: Tencent Music Entertainment Group
ID: TSLA:EGX, Name: Tesla Inc
ID: NWC:CA, Name: The North West Company Inc.
ID: WED:CA, Name: The Westaim Corporation
ID: GUD:CA, Name: Thérapeutique Knight
ID: TH:CA, Name: Theratechnologies Inc.
ID: TMO, Name: Thermo Fisher Scientific Inc
ID: THNC:CA, Name: Thinkific Labs Inc.
ID: TRI:CA, Name: Thomson Reuters
ID: LCFS:CA, Name: Tidewater Renewables Ltd.
ID: X:CA, Name: TMX Group
ID: TIH:CA, Name: Toromont Industries Ltd.
ID: TTE, Name: Total SA
ID: TOU:CA, Name: Tourmaline Oil Corp.
ID: TM:EGX, Name: Toyota
ID: TPIC:EGX, Name: TPI Composites Inc.
ID: TRP:CA, Name: Trans Canada Corp
ID: TA:CA, Name: TransAlta Corporation
ID: TRZ:CA, Name: Transat AT (Air)
ID: TCL.A:CA, Name: Transcontinental inc
ID: TFII:CA, Name: Transforce inc.
ID: TSU:CA, Name: Trisura Group Ltd.
ID: TC:CA, Name: Tucows Inc.
ID: UBER, Name: Uber Technologies Inc.
ID: UBS:EGX, Name: UBS AG
ID: UL:EGX, Name: Unilever
ID: UNP:EGX, Name: Union Pacific Corp
ID: UPS:EGX, Name: United Parcel Service
ID: UNH, Name: UnitedHealth Group Incorporated
ID: X:EGX, Name: US Steel Corp
ID: MTN, Name: Vail Resorts Inc.
ID: VALE:EGX, Name: Vale S. A.
ID: CBON, Name: VanEck China Bond ETF
ID: GRNB, Name: VanEck Green Bond ETF
ID: EDV:EGX, Name: Vanguard Extended Duration Treasuries Index ETF
ID: VRIF:CA, Name: Vanguard Retirement Income ETF Portfolio
ID: BND:EGX, Name: Vanguard Total Bond Market Index Fund
ID: BNDX:EGX, Name: Vanguard Total International Bond ETF
ID: VLN:CA, Name: Velan Inc.
ID: VRN:CA, Name: Veren Inc.
ID: VZ:EGX, Name: Verizon Communications
ID: FORA:CA, Name: VerticalScope Holdings Inc.
ID: V:EGX, Name: Visa
ID: VC:EGX, Name: Visteon Corporation
ID: VOD:EGX, Name: Vodaphone
ID: WJX:CA, Name: Wajax Corporation
ID: WFC:CA, Name: Wall Financial Corp.
ID: WMT:EGX, Name: WalMart
ID: WRBY, Name: Warby Parker Inc. Class A
ID: WCN:CA, Name: Waste Connections
ID: W, Name: Wayfair Inc.
ID: WB:EGX, Name: Weibo Corporation
ID: WELL:CA, Name: WELL Health Technologies Corp.
ID: WFC:EGX, Name: Wells Fargo
ID: WFG:CA, Name: West Fraser Timber
ID: WU, Name: Western Union Company
ID: WPRT:CA, Name: Westport Fuel Systems Inc.
ID: WTE:CA, Name: Westshore Terminals Investment Corporation
ID: WPM:CA, Name: Wheaton Precious Metals
ID: WILD:CA, Name: Wildbrain Ltd.
ID: WCM.A:CA, Name: Wilmington Capital Management (Class A)
ID: WPK:CA, Name: Winpak Ltd
ID: WSP:CA, Name: WSP Global inc
ID: XRX:EGX, Name: Xerox Corporation
ID: XYL, Name: Xylem Inc. New
ID: Y:CA, Name: Yellow Media inc.
ID: $JPYUSD, Name: Yen
ID: YUMC, Name: Yum China Holdings Inc.
ID: ZM:EGX, Name: Zoom Video Communications Inc.
